UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
TO,17,03305,Bom Jesus do Tocantins,4779
TO,17,03602,Brasilândia do Tocantins,2191
TO,17,03701,Brejinho de Nazaré,5475
TO,17,03800,Buriti do Tocantins,11197
TO,17,03826,Cachoeirinha,2266
TO,17,03842,Campos Lindos,9917
TO,17,03867,Cariri do Tocantins,4321
TO,17,03883,Carmolândia,2556
TO,17,03891,Carrasco Bonito,4059
TO,17,03909,Caseara,5295
TO,17,04105,Centenário,2874
TO,17,04600,Chapada de Areia,1401
TO,17,05102,Chapada da Natividade,3334
TO,17,05508,Colinas do Tocantins,34990
TO,17,05557,Combinado,4843
TO,17,05607,Conceição do Tocantins,4124
TO,17,06001,Couto Magalhães,5536
TO,17,06100,Cristalândia,7300
TO,17,06258,Crixás do Tocantins,1708
TO,17,06506,Darcinópolis,6018
TO,17,07009,Dianópolis,21850
TO,17,07108,Divinópolis do Tocantins,6856
TO,17,07207,Dois Irmãos do Tocantins,7211
TO,17,07306,Dueré,4687
TO,17,07405,Esperantina,10851
TO,17,07553,Fátima,3841
TO,17,07652,Figueirópolis,5284
TO,17,07702,Filadélfia,8837
TO,17,08205,Formoso do Araguaia,18482
TO,17,08254,Fortaleza do Tabocão,2576
TO,17,08304,Goianorte,5116
TO,17,09005,Goiatins,12942
TO,17,09302,Guaraí,25677
TO,17,09500,Gurupi,85737
TO,17,09807,Ipueiras,1977
TO,17,10508,Itacajá,7414
TO,17,10706,Itaguatins,5896
TO,17,10904,Itapiratins,3758
TO,17,11100,Itaporã do Tocantins,2435
TO,17,11506,Jaú do Tocantins,3819
TO,17,11803,Juarina,2202
TO,17,11902,Lagoa da Confusão,13034
TO,17,11951,Lagoa do Tocantins,4237
TO,17,12009,Lajeado,3101
TO,17,12157,Lavandeira,1892
TO,17,12405,Lizarda,3748
TO,17,12454,Luzinópolis,3060
TO,17,12504,Marianópolis do Tocantins,5094
TO,17,12702,Mateiros,2638
TO,17,12801,Maurilândia do Tocantins,3403
TO,17,13205,Miracema do Tocantins,18566
TO,17,13304,Miranorte,13375
TO,17,13601,Monte do Carmo,7827
TO,17,13700,Monte Santo do Tocantins,2263
TO,17,13809,Palmeiras do Tocantins,6570
TO,17,13957,Muricilândia,3514
TO,17,14203,Natividade,9239
TO,17,14302,Nazaré,3959
TO,17,14880,Nova Olinda,11719
TO,17,15002,Nova Rosalândia,4215
TO,17,15101,Novo Acordo,4287
TO,17,15150,Novo Alegre,2332
TO,17,15259,Novo Jardim,2698
TO,17,15507,Oliveira de Fátima,1106
TO,17,15705,Palmeirante,5919
TO,17,15754,Palmeirópolis,7641
TO,17,16109,Paraíso do Tocantins,50602
TO,17,16208,Paranã,10461
TO,17,16307,Pau D'Arco,4831
TO,17,16505,Pedro Afonso,13380
TO,17,16604,Peixe,11623
TO,17,16653,Pequizeiro,5443
TO,17,16703,Colméia,8270
TO,17,17008,Pindorama do Tocantins,4464
TO,17,17206,Piraquê,3023
TO,17,17503,Pium,7564
TO,17,17800,Ponte Alta do Bom Jesus,4601
TO,17,17909,Ponte Alta do Tocantins,7961
TO,17,18006,Porto Alegre do Tocantins,3108
TO,17,18204,Porto Nacional,52700
TO,17,18303,Praia Norte,8365
TO,17,18402,Presidente Kennedy,3692
TO,17,18451,Pugmil,2659
TO,17,18501,Recursolândia,4244
TO,17,18550,Riachinho,4604
TO,17,18659,Rio da Conceição,2088
TO,17,18709,Rio dos Bois,2811
TO,17,18758,Rio Sono,6468
TO,17,18808,Sampaio,4627
TO,17,18840,Sandolândia,3378
TO,17,18865,Santa Fé do Araguaia,7426
TO,17,18881,Santa Maria do Tocantins,3381
TO,17,18899,Santa Rita do Tocantins,2344
TO,17,18907,Santa Rosa do Tocantins,4811
TO,17,19004,Santa Tereza do Tocantins,2834
TO,17,20002,Santa Terezinha do Tocantins,2528
TO,17,20101,São Bento do Tocantins,5256
TO,17,20150,São Félix do Tocantins,1572
TO,17,20200,São Miguel do Tocantins,11967
TO,17,20259,São Salvador do Tocantins,3070
TO,17,20309,São Sebastião do Tocantins,4757
TO,17,20499,São Valério,4017
TO,17,20655,Silvanópolis,5378
TO,17,20804,Sítio Novo do Tocantins,9078
TO,17,20853,Sucupira,1946
TO,17,20903,Taguatinga,16538
TO,17,20937,Taipas do Tocantins,2131
TO,17,20978,Talismã,2773
TO,17,21000,Palmas,291855
TO,17,21109,Tocantínia,7471
TO,17,21208,Tocantinópolis,22896
TO,17,21257,Tupirama,1860
TO,17,21307,Tupiratins,2613
TO,17,22081,Wanderlândia,11631
TO,17,22107,Xambioá,11561
MA,21,00055,Açailândia,111757
MA,21,00105,Afonso Cunha,6469
MA,21,00154,Água Doce do Maranhão,12488
MA,21,00204,Alcântara,22083
MA,21,00303,Aldeias Altas,26302
MA,21,00402,Altamira do Maranhão,8066
MA,21,00436,Alto Alegre do Maranhão,26839
MA,21,00477,Alto Alegre do Pindaré,31894
MA,21,00501,Alto Parnaíba,11168
MA,21,00550,Amapá do Maranhão,6918
MA,21,00600,Amarante do Maranhão,41136
MA,21,00709,Anajatuba,26614
MA,21,00808,Anapurus,15566
MA,21,00832,Apicum-Açu,17063
MA,21,00873,Araguanã,15297
MA,21,00907,Araioses,46103
MA,21,00956,Arame,32637
MA,21,01004,Arari,29764
MA,21,01103,Axixá,12076
MA,21,01202,Bacabal,104633
MA,21,01251,Bacabeira,16855
MA,21,01301,Bacuri,18508
MA,21,01350,Bacurituba,5617
MA,21,01400,Balsas,93826
MA,21,01509,Barão de Grajaú,18714
MA,21,01608,Barra do Corda,87794
MA,21,01707,Barreirinhas,61828
MA,21,01731,Belágua,7409
MA,21,01772,Bela Vista do Maranhão,11138
MA,21,01806,Benedito Leite,5627
MA,21,01905,Bequimão,21260
MA,21,01939,Bernardo do Mearim,6011
MA,21,01970,Boa Vista do Gurupi,9158
MA,21,02002,Bom Jardim,41435
MA,21,02036,Bom Jesus das Selvas,33479
MA,21,02077,Bom Lugar,16148
MA,21,02101,Brejo,36139
MA,21,02150,Brejo de Areia,9367
MA,21,02200,Buriti,28557
MA,21,02309,Buriti Bravo,23827
MA,21,02325,Buriticupu,71723
MA,21,02358,Buritirana,15393
MA,21,02374,Cachoeira Grande,9382
MA,21,02408,Cajapió,11136
MA,21,02507,Cajari,19307
MA,21,02556,Campestre do Maranhão,14294
MA,21,02606,Cândido Mendes,20076
MA,21,02705,Cantanhede,21872
MA,21,02754,Capinzal do Norte,10932
MA,21,02804,Carolina,24337
MA,21,02903,Carutapera,23658
MA,21,03000,Caxias,164224
MA,21,03109,Cedral,10657
MA,21,03125,Central do Maranhão,8604
MA,21,03158,Centro do Guilherme,13243
MA,21,03174,Centro Novo do Maranhão,21399
MA,21,03208,Chapadinha,79145
MA,21,03257,Cidelândia,14617
MA,21,03307,Codó,122597
MA,21,03406,Coelho Neto,49246
MA,21,03505,Colinas,41042
MA,21,03554,Conceição do Lago-Açu,16072
MA,21,03604,Coroatá,65044
MA,21,03703,Cururupu,32765
MA,21,03752,Davinópolis,12901
MA,21,03802,Dom Pedro,23328
MA,21,03901,Duque Bacelar,11296
MA,21,04008,Esperantinópolis,17379
MA,21,04057,Estreito,41355
MA,21,04073,Feira Nova do Maranhão,8481
MA,21,04081,Fernando Falcão,10258
MA,21,04099,Formosa da Serra Negra,18917
MA,21,04107,Fortaleza dos Nogueiras,12615
MA,21,04206,Fortuna,15536
MA,21,04305,Godofredo Viana,11672
MA,21,04404,Gonçalves Dias,17924
MA,21,04503,Governador Archer,10793
MA,21,04552,Governador Edison Lobão,18068
MA,21,04602,Governador Eugênio Barros,16772
MA,21,04628,Governador Luiz Rocha,7772
MA,21,04651,Governador Newton Bello,10211
MA,21,04677,Governador Nunes Freire,25616
MA,21,04701,Graça Aranha,6263
MA,21,04800,Grajaú,68876
MA,21,04909,Guimarães,12063
MA,21,05005,Humberto de Campos,28498
MA,21,05104,Icatu,26953
MA,21,05153,Igarapé do Meio,14026
MA,21,05203,Igarapé Grande,11252
MA,21,05302,Imperatriz,258016
MA,21,05351,Itaipava do Grajaú,15897
MA,21,05401,Itapecuru Mirim,67673
MA,21,05427,Itinga do Maranhão,25932
MA,21,05450,Jatobá,9993
MA,21,05476,Jenipapo dos Vieiras,16432
MA,21,05500,João Lisboa,23696
MA,21,05609,Joselândia,16136
MA,21,05658,Junco do Maranhão,3506
MA,21,05708,Lago da Pedra,49911
MA,21,05807,Lago do Junco,10808
MA,21,05906,Lago Verde,16199
MA,21,05922,Lagoa do Mato,11235
MA,21,05948,Lago dos Rodrigues,8889
MA,21,05963,Lagoa Grande do Maranhão,11320
MA,21,05989,Lajeado Novo,7496
MA,21,06003,Lima Campos,11867
MA,21,06102,Loreto,12098
MA,21,06201,Luís Domingues,6917
MA,21,06300,Magalhães de Almeida,19620
MA,21,06326,Maracaçumé,21201
MA,21,06359,Marajá do Sena,7810
MA,21,06375,Maranhãozinho,16013
MA,21,06409,Mata Roma,16679
MA,21,06508,Matinha,23256
MA,21,06607,Matões,33615
MA,21,06631,Matões do Norte,16451
MA,21,06672,Milagres do Maranhão,8445
MA,21,06706,Mirador,21000
MA,21,06755,Miranda do Norte,28001
MA,21,06805,Mirinzal,14913
MA,21,06904,Monção,33201
MA,21,07001,Montes Altos,9209
MA,21,07100,Morros,19292
MA,21,07209,Nina Rodrigues,14264
MA,21,07258,Nova Colinas,5340
MA,21,07308,Nova Iorque,4683
MA,21,07357,Nova Olinda do Maranhão,20774
MA,21,07407,Olho d'Água das Cunhãs,19448
MA,21,07456,Olinda Nova do Maranhão,14563
MA,21,07506,Paço do Lumiar,120621
MA,21,07605,Palmeirândia,19661
MA,21,07704,Paraibano,21290
MA,21,07803,Parnarama,34805
MA,21,07902,Passagem Franca,18898
MA,21,08009,Pastos Bons,19358
MA,21,08058,Paulino Neves,15901
MA,21,08108,Paulo Ramos,21015
MA,21,08207,Pedreiras,39267
MA,21,08256,Pedro do Rosário,24930
MA,21,08306,Penalva,38203
MA,21,08405,Peri Mirim,14291
MA,21,08454,Peritoró,23025
MA,21,08504,Pindaré-Mirim,32815
MA,21,08603,Pinheiro,82990
MA,21,08702,Pio XII,21594
MA,21,08801,Pirapemas,18527
MA,21,08900,Poção de Pedras,18157
MA,21,09007,Porto Franco,23675
MA,21,09056,Porto Rico do Maranhão,5995
MA,21,09106,Presidente Dutra,47567
MA,21,09205,Presidente Juscelino,12629
MA,21,09239,Presidente Médici,6959
MA,21,09270,Presidente Sarney,18764
MA,21,09304,Presidente Vargas,11124
MA,21,09403,Primeira Cruz,15197
MA,21,09452,Raposa,30337
MA,21,09502,Riachão,20243
MA,21,09551,Ribamar Fiquene,7755
MA,21,09601,Rosário,42482
MA,21,09700,Sambaíba,5663
MA,21,09759,Santa Filomena do Maranhão,7719
MA,21,09809,Santa Helena,41770
MA,21,09908,Santa Inês,88590
MA,21,10005,Santa Luzia,72440
MA,21,10039,Santa Luzia do Paruá,25134
MA,21,10104,Santa Quitéria do Maranhão,25519
MA,21,10203,Santa Rita,37404
MA,21,10237,Santana do Maranhão,13223
MA,21,10278,Santo Amaro do Maranhão,15654
MA,21,10302,Santo Antônio dos Lopes,14534
MA,21,10401,São Benedito do Rio Preto,18608
MA,21,10500,São Bento,44811
MA,21,10609,São Bernardo,28343
MA,21,10658,São Domingos do Azeitão,7363
MA,21,10708,São Domingos do Maranhão,34368
MA,21,10807,São Félix de Balsas,4609
MA,21,10856,São Francisco do Brejão,11652
MA,21,10906,São Francisco do Maranhão,12201
MA,21,11003,São João Batista,20629
MA,21,11029,São João do Carú,15828
MA,21,11052,São João do Paraíso,11162
MA,21,11078,São João do Soter,18438
MA,21,11102,São João dos Patos,25860
MA,21,11201,São José de Ribamar,176321
MA,21,11250,São José dos Basílios,7642
MA,21,11300,São Luís,1094667
MA,21,11409,São Luís Gonzaga do Maranhão,18988
MA,21,11508,São Mateus do Maranhão,41350
MA,21,11532,São Pedro da Água Branca,12645
MA,21,11573,São Pedro dos Crentes,4651
MA,21,11607,São Raimundo das Mangabeiras,18755
MA,21,11631,São Raimundo do Doca Bezerra,5345
MA,21,11672,São Roberto,6649
MA,21,11706,São Vicente Ferrer,22142
MA,21,11722,Satubinha,13730
MA,21,11748,Senador Alexandre Costa,11067
MA,21,11763,Senador La Rocque,14367
MA,21,11789,Serrano do Maranhão,10206
MA,21,11805,Sítio Novo,18001
MA,21,11904,Sucupira do Norte,10639
MA,21,11953,Sucupira do Riachão,5645
MA,21,12001,Tasso Fragoso,8459
MA,21,12100,Timbiras,29064
MA,21,12209,Timon,167973
MA,21,12233,Trizidela do Vale,21885
MA,21,12274,Tufilândia,5826
MA,21,12308,Tuntum,41621
MA,21,12407,Turiaçu,35497
MA,21,12456,Turilândia,25365
MA,21,12506,Tutóia,58311
MA,21,12605,Urbano Santos,32775
MA,21,12704,Vargem Grande,55841
MA,21,12803,Viana,52229
MA,21,12852,Vila Nova dos Martírios,13183
MA,21,12902,Vitória do Mearim,32664
MA,21,13009,Vitorino Freire,31525
MA,21,14007,Zé Doca,51471
PI,22,00053,Acauã,7065
PI,22,00103,Agricolândia,5148
PI,22,00202,Água Branca,17349
PI,22,00251,Alagoinha do Piauí,7636
PI,22,00277,Alegrete do Piauí,4912
PI,22,00301,Alto Longá,14268
PI,22,00400,Altos,40440
PI,22,00459,Alvorada do Gurguéia,5392
PI,22,00509,Amarante,17592
PI,22,00608,Angical do Piauí,6792
PI,22,00707,Anísio de Abreu,9818
PI,22,00806,Antônio Almeida,3158
PI,22,00905,Aroazes,5844
PI,22,00954,Aroeiras do Itaim,2551
PI,22,01002,Arraial,4735
PI,22,01051,Assunção do Piauí,7828
PI,22,01101,Avelino Lopes,11252
PI,22,01150,Baixa Grande do Ribeiro,11497
PI,22,01176,Barra D'Alcântara,3950
PI,22,01200,Barras,46941
PI,22,01309,Barreiras do Piauí,3344
PI,22,01408,Barro Duro,7038
PI,22,01507,Batalha,26806
PI,22,01556,Bela Vista do Piauí,3999
PI,22,01572,Belém do Piauí,3544
PI,22,01606,Beneditinos,10462
PI,22,01705,Bertolínia,5495
PI,22,01739,Betânia do Piauí,6200
PI,22,01770,Boa Hora,6744
PI,22,01804,Bocaina,4496
PI,22,01903,Bom Jesus,24960
PI,22,01919,Bom Princípio do Piauí,5608
PI,22,01929,Bonfim do Piauí,5654
PI,22,01945,Boqueirão do Piauí,6388
PI,22,01960,Brasileira,8310
PI,22,01988,Brejo do Piauí,3902
PI,22,02000,Buriti dos Lopes,19754
PI,22,02026,Buriti dos Montes,8223
PI,22,02059,Cabeceiras do Piauí,10540
PI,22,02075,Cajazeiras do Piauí,3544
PI,22,02083,Cajueiro da Praia,7608
PI,22,02091,Caldeirão Grande do Piauí,5770
PI,22,02109,Campinas do Piauí,5603
PI,22,02117,Campo Alegre do Fidalgo,5019
PI,22,02133,Campo Grande do Piauí,5919
PI,22,02174,Campo Largo do Piauí,7245
PI,22,02208,Campo Maior,46770
PI,22,02251,Canavieira,3957
PI,22,02307,Canto do Buriti,21112
PI,22,02406,Capitão de Campos,11388
PI,22,02455,Capitão Gervásio Oliveira,4086
